"match (certainty/distance)",lng-IV,lng-CAMPOP,lat-IV,lat-CAMPOP
"TRECASTLE -> TRECASTLE, BRECKNOCKSHIRE (100 / 7.8mi)",52.06,-3.6,51.9489668075293,-3.62881214318392
"TREGARON -> TREGARON, CARDIGANSHIRE (100 / 63.6mi)",51.3,-3.85,52.2194866061708,-3.9343993629502
"TRENTHAM -> TRENTHAM, STAFFORDSHIRE (100 / 5.6mi)",53,-2.08,52.965372573731,-2.20185583357659
"TREVETHIN -> TREVETHIN, MONMOUTHSHIRE (100 / 4.7mi)",51.78,-3.03,51.7122521587306,-3.03798151069671
"TRING -> TRING, HERTFORDSHIRE (100 / 2.9mi)",51.81,-0.6,51.7935996513038,-0.662283980558767
"TROSTON -> TROSTON, SUFFOLK (100 / 4.1mi)",52.36,0.85,52.3156534894877,0.78654197114802
"TROUTBECK -> TROUTBECK, WESTMORLAND (100 / 21.2mi)",54.55,-2.43,54.4172116242395,-2.90594726442938
"TRUMPINGTON -> TRUMPINGTON, CAMBRIDGESHIRE (100 / 2.2mi)",52.2,0.08,52.1739184766876,0.108495762023138
"TRURO -> TRURO, CORNWALL (100 / 18.6mi)",50.48,-5.3,50.2633550118828,-5.05093731548091
"TUGBY -> TUGBY, LEICESTERSHIRE (100 / 5.7mi)",52.66,-0.78,52.6015479508398,-0.876665545146629
"TUNSTALL -> TUNSTALL, DURHAM (100 / 23mi)",54.7,-0.9,54.8738098019568,-1.39249326846265
"TUNSTALL -> TUNSTALL, STAFFORDSHIRE (100 / 9.1mi)",52.93,-2.26,53.0583388296813,-2.21109987712507
"TURVEY -> TURVEY, BEDFORDSHIRE (100 / 2.6mi)",52.2,-0.61,52.1631873030007,-0.626667480939397
"TUXFORD -> TUXFORD, NOTTINGHAMSHIRE (100 / 67.5mi)",53.3,0.73,53.231006951076,-0.898456289837913
"TWICKENHAM -> TWICKENHAM, MIDDLESEX (100 / 4mi)",51.48,-0.25,51.4469683694396,-0.325101342835045
"TWINEHAM -> TWINEHAM, SUSSEX (100 / 2.9mi)",51,-0.18,50.9657440833967,-0.217491093360766
"TWO WATERS -> TWO WATERS, HERTFORDSHIRE (100 / 3mi)",51.76,-0.41,51.7410312000304,-0.473111105821713
"TYSOE -> TYSOE, WARWICKSHIRE (100 / 5.7mi)",52.15,-1.4,52.0966501007556,-1.50368919255776
"UCKFIELD -> UCKFIELD, SUSSEX (100 / 1.9mi)",51,0.1,50.9728598987189,0.097057284397391
"UFFORD -> UFFORD, SUFFOLK (100 / 9mi)",52.25,1.38,52.1201690315038,1.35621587629549
"UGLEY -> UGLEY, ESSEX (100 / 1.6mi)",51.96,0.21,51.9365660063967,0.209104589012531
"ULEY -> ULEY, GLOUCESTERSHIRE (100 / 2.1mi)",51.7,-2.26,51.6854986921732,-2.30338170346505
"UPMINSTER -> UPMINSTER, ESSEX (100 / 2.2mi)",51.58,0.28,51.5558009657823,0.247849088172899
"UPPINGHAM -> UPPINGHAM, RUTLAND (100 / 5.3mi)",52.65,-0.65,52.5879932245303,-0.722381041313141
"UPTON WARREN -> UPTON WARREN, WORCESTERSHIRE (100 / 6.7mi)",52.33,-1.95,52.3053165541765,-2.10309565208811
"URCHFONT -> URCHFONT, WILTSHIRE (100 / 1.2mi)",51.33,-1.93,51.314835070772,-1.94295864795049
"URMSTON -> URMSTON, LANCASHIRE (100 / 9.1mi)",53.53,-2.18,53.4451305635296,-2.35051790219215
"WADDESDON -> WADDESDON, BUCKINGHAMSHIRE (100 / 2.9mi)",51.85,-0.86,51.8465006450375,-0.926814190169944
"WADESMILL -> WADESMILL, HERTFORDSHIRE (100 / 2.8mi)",51.86,0.03,51.8402418816242,-0.0278805259658
"WADWORTH -> WADWORTH, YORKSHIRE WEST RIDING (100 / 12.2mi)",53.6,-0.95,53.4673107154182,-1.14468070266753
"WAINFLEET -> WAINFLEET, LINCOLNSHIRE (100 / 7.6mi)",53.21,0.3,53.1066898945433,0.236820001725954
"WAKEFIELD -> WAKEFIELD, YORKSHIRE WEST RIDING (100 / 11.2mi)",53.75,-1.25,53.6833985070346,-1.49853883311678
"WALBERTON -> WALBERTON, SUSSEX (100 / 2.6mi)",50.88,-0.61,50.8429744425586,-0.6215857063732
"WALES -> WALES, YORKSHIRE WEST RIDING (100 / 8.8mi)",53.38,-1.08,53.3409620063069,-1.28406195086019
"WALKERN -> WALKERN, HERTFORDSHIRE (100 / 2mi)",51.95,-0.11,51.9226115256379,-0.121350085276231
"WALLINGFORD -> WALLINGFORD, BERKSHIRE (100 / 89.4mi)",51.6,0.96,51.6000006161305,-1.12431227690412
"WALLINGTON -> WALLINGTON, SURREY (100 / 4.9mi)",51.43,-0.1,51.3667953763213,-0.153638264226754
"WALSOKEN -> WALSOKEN, NORFOLK (100 / 5.8mi)",52.73,0.28,52.6718245642457,0.179923000829389
"WALTHAM -> WALTHAM, LINCOLNSHIRE (100 / 5.4mi)",53.56,0.01,53.516759645898,-0.098896727157542
"WALTHAM CROSS -> WALTHAM CROSS, HERTFORDSHIRE (100 / 46.4mi)",51.71,1.05,51.6858716658313,-0.032992720661237
"WALTON -> WALTON, BUCKINGHAMSHIRE (100 / 4.3mi)",52.06,-0.63,52.0233816205923,-0.711753004412598
"WALTON -> WALTON, LEICESTERSHIRE (100 / 7.2mi)",52.55,-1,52.4782642438406,-1.12484410054655
"WALTON -> WALTON, SUFFOLK (100 / 6.6mi)",52.06,1.4,51.9717398993069,1.34111351065026
"WALWORTH -> WALWORTH, SURREY (100 / 3.9mi)",51.5,0,51.4895538868456,-0.088990212509408
"WANBOROUGH -> WANBOROUGH, WILTSHIRE (100 / 3.3mi)",51.56,-1.63,51.5416308057119,-1.70188245371848
"WANGFORD -> WANGFORD, SUFFOLK (100 / 11mi)",52.51,1.68,52.3546466011464,1.61977701810747
"WANTAGE -> WANTAGE, BERKSHIRE (100 / 4.2mi)",51.6,-1.33,51.5885718400186,-1.42643575580322
"WARBLETON -> WARBLETON, SUSSEX (100 / 1.8mi)",50.95,0.25,50.9407344934752,0.288528880496286
"WARBOYS -> WARBOYS, HUNTINGDONSHIRE (100 / 1.9mi)",52.38,-0.06,52.4012999265973,-0.086663799394343
"WARE -> WARE, HERTFORDSHIRE (100 / 4.4mi)",51.85,0.05,51.8109887602055,-0.031472296051911
"WARESLEY -> WARESLEY, HUNTINGDONSHIRE (100 / 3.4mi)",52.21,-0.23,52.175059960415,-0.174016270620765
"WARGRAVE -> WARGRAVE, BERKSHIRE (100 / 6.2mi)",51.5,-0.73,51.4997509978551,-0.873706996658269
"WARKWORTH -> WARKWORTH, NORTHUMBERLAND (100 / 22.2mi)",55.38,-1.05,55.349060271009,-1.61226315254574
"WARLINGHAM -> WARLINGHAM, SURREY (100 / 3.6mi)",51.36,-0.03,51.3095370411471,-0.053589692219542
"WARNFORD -> WARNFORD, HAMPSHIRE (100 / 2.6mi)",51.03,-1.08,50.9999542341763,-1.11422564174606
"WARNHAM -> WARNHAM, SUSSEX (100 / 3.4mi)",51.13,-0.3,51.0907030745329,-0.346495192589536
"WARRINGTON -> WARRINGTON, LANCASHIRE (100 / 10.1mi)",53.48,-2.4,53.3897779870568,-2.59450303266312
"WARSOP -> WARSOP, NOTTINGHAMSHIRE (100 / 8.1mi)",53.26,-0.98,53.2057606544259,-1.15280852606357
"WARWICK -> WARWICK, WARWICKSHIRE (100 / 8.9mi)",52.35,-1.41,52.2820498932236,-1.59017143047605
"WASHINGTON -> WASHINGTON, DURHAM (100 / 18.6mi)",54.93,-1.05,54.9030976312617,-1.51685136170435
"WATCHET -> WATCHET, SOMERSET (100 / 1.5mi)",51.2,-3.35,51.1826353934761,-3.33078718848597
"WATFORD -> WATFORD, HERTFORDSHIRE (100 / 4.1mi)",51.68,-0.31,51.6552808882147,-0.396000269067711
"WATFORD -> WATFORD, NORTHAMPTONSHIRE (100 / 6.3mi)",52.38,-1.01,52.316131188737,-1.11642277825286
"WATLINGTON -> WATLINGTON, OXFORDSHIRE (100 / 23.5mi)",51.98,-0.91,51.6453763439249,-1.00558511140384
"WATTON -> WATTON, NORFOLK (100 / 66.5mi)",51.61,0.91,52.571427302095,0.825651751651756
"WEDMORE -> WEDMORE, SOMERSET (100 / 4.7mi)",51.25,-2.91,51.2270222288215,-2.80829824137441
"WEDNESFIELD -> WEDNESFIELD, STAFFORDSHIRE (100 / 45.1mi)",52.63,-1.01,52.5997202398333,-2.08347177366163
"WELLING -> WELLING, KENT (100 / 4mi)",51.48,0.2,51.4621098685244,0.111627427321141
"WELLINGTON -> WELLINGTON, SHROPSHIRE (100 / 3.2mi)",52.73,-2.46,52.7010765872008,-2.51870943591714
"WEM -> WEM, SHROPSHIRE (100 / 3.7mi)",52.9,-2.68,52.8549363481557,-2.72734099825582
"WENDOVER -> WENDOVER, BUCKINGHAMSHIRE (100 / 3mi)",51.78,-0.68,51.7618734230411,-0.744414754501905
"WENNINGTON -> WENNINGTON, ESSEX (100 / 3.3mi)",51.55,0.25,51.5064977830355,0.217436252608003
"WENTWORTH -> WENTWORTH, YORKSHIRE WEST RIDING (100 / 67.6mi)",52.51,-1.21,53.4798888310645,-1.42347381485961
"WESTBURY -> WESTBURY, WILTSHIRE (100 / 4.4mi)",51.31,-2.25,51.2626531720968,-2.18220684573006
"WESTON -> WESTON, HERTFORDSHIRE (100 / 0.4mi)",51.96,-0.16,51.9536673962696,-0.159315234538139
"WESTON -> WESTON, NOTTINGHAMSHIRE (100 / 6.7mi)",53.26,-0.71,53.203604194093,-0.842473310541833
"WESTON UPON TRENT -> WESTON UPON TRENT, DERBYSHIRE (100 / 6.2mi)",52.91,-1.31,52.8444302082221,-1.41107083495342
"WESTON UPON TRENT -> WESTON UPON TRENT, STAFFORDSHIRE (100 / 4.9mi)",52.91,-2.01,52.8415281046613,-2.03957794398792
"WETHERBY -> WETHERBY, YORKSHIRE WEST RIDING (100 / 11.5mi)",53.96,-1.11,53.92796452176,-1.386774497093
"WETHERDEN -> WETHERDEN, SUFFOLK (100 / 3.7mi)",52.28,0.95,52.2265797029009,0.93946093449727
"WETHERSFIELD -> WETHERSFIELD, ESSEX (100 / 3.5mi)",52,0.46,51.9533905763868,0.49024249569742
"WETTON -> WETTON, STAFFORDSHIRE (100 / 5.9mi)",53.15,-1.73,53.095660535979,-1.83910779558489
"WHARTON -> WHARTON, WESTMORLAND (100 / 12.3mi)",54.53,-2.08,54.4507449457186,-2.35488466627479
"WHERWELL -> WHERWELL, HAMPSHIRE (100 / 3.6mi)",51.2,-1.38,51.1653073516714,-1.44151154724843
"WHISTON -> WHISTON, LANCASHIRE (100 / 8.9mi)",53.48,-2.61,53.415108445932,-2.79734193391644
"WHITCHURCH -> WHITCHURCH, BUCKINGHAMSHIRE (100 / 4mi)",51.9,-0.75,51.8812968392073,-0.838991340476682
"WHITCHURCH -> WHITCHURCH, HAMPSHIRE (100 / 5.9mi)",51.28,-1.23,51.2298700234674,-1.33907060998564
"WHITCHURCH -> WHITCHURCH, SOMERSET (100 / 4.3mi)",51.43,-2.65,51.4060172745974,-2.55887281011769
"WHITEGATE -> WHITEGATE, CHESHIRE (100 / 8.1mi)",53.31,-2.43,53.2198675961389,-2.55708958773572
"WHITEHAVEN -> WHITEHAVEN, CUMBERLAND (100 / 16.8mi)",54.71,-3.28,54.5472720445746,-3.59134833955371
"WHITLEY -> WHITLEY, NORTHUMBERLAND (100 / 3.5mi)",54.95,-2.05,54.9142017673254,-2.11380328282149
"WHITSTABLE -> WHITSTABLE, KENT (100 / 0.3mi)",51.36,1.03,51.3583527330979,1.02482520657617
"WHITTINGHAM -> WHITTINGHAM, NORTHUMBERLAND (100 / 22.5mi)",55.45,-1.33,55.4013982553338,-1.89691772857568
"WHITTINGTON -> WHITTINGTON, DERBYSHIRE (100 / 7.4mi)",53.31,-1.26,53.2700584840013,-1.4258612348899
"WHITWELL -> WHITWELL, DERBYSHIRE (100 / 7.2mi)",53.33,-1.05,53.2845289375157,-1.20691554603436
"WHITWICK -> WHITWICK, LEICESTERSHIRE (100 / 4.9mi)",52.78,-1.26,52.740903728103,-1.35652507197182
"WICKHAM -> WICKHAM, HAMPSHIRE (100 / 3.6mi)",50.95,-1.16,50.900175381012,-1.18717002526964
"WIGAN -> WIGAN, LANCASHIRE (100 / 10.3mi)",53.65,-2.45,53.546324080646,-2.63130716656139
"WIGMORE -> WIGMORE, HEREFORDSHIRE (100 / 1.7mi)",52.33,-2.83,52.3164935813023,-2.86270741823022
"WIGSTON MAGNA -> WIGSTON MAGNA, LEICESTERSHIRE (100 / 7.8mi)",52.65,-0.96,52.582313643602,-1.1098773875425
"WIGTON -> WIGTON, CUMBERLAND (100 / 21.8mi)",55,-2.7,54.8259490909842,-3.15811987351542
"WILBY -> WILBY, SUFFOLK (100 / 110.7mi)",52.43,-1.33,52.300824714596,1.28610089283497
"WILLINGHAM -> WILLINGHAM, CAMBRIDGESHIRE (100 / 2.1mi)",52.31,0.01,52.3146648858461,0.059381464625742
"WILLINGHAM -> WILLINGHAM, LINCOLNSHIRE (100 / 8.1mi)",53.4,-0.51,53.3503196026159,-0.688140976458685
"WILLINGTON -> WILLINGTON, BEDFORDSHIRE (100 / 3.1mi)",52.18,-0.4,52.1360344471228,-0.384654096852613
"WILLINGTON -> WILLINGTON, DURHAM (100 / 14.9mi)",54.75,-1.33,54.7125233347357,-1.69816424726837
"WILMINGTON -> WILMINGTON, KENT (100 / 2.2mi)",51.46,0.23,51.4303404840699,0.211855588916548
"WILTON -> WILTON, WILTSHIRE (100 / 3.7mi)",51.13,-1.83,51.0800305392821,-1.86309438142307
"WIMBLEDON -> WIMBLEDON, SURREY (100 / 3.4mi)",51.46,-0.15,51.4284590416511,-0.21050808614174
"WINDLESHAM -> WINDLESHAM, SURREY (100 / 13.6mi)",51.35,-0.35,51.3650317873651,-0.664808519522444
"WING -> WING, BUCKINGHAMSHIRE (100 / 3.9mi)",51.93,-0.65,51.8948636529475,-0.722108003975092
"WINGRAVE -> WINGRAVE, BUCKINGHAMSHIRE (100 / 2.8mi)",51.88,-0.68,51.8633611694397,-0.739199365696405
"WINSHAM -> WINSHAM, SOMERSET (100 / 6.2mi)",50.91,-3,50.852568312484,-2.8897678716805
"WINSLOW -> WINSLOW, BUCKINGHAMSHIRE (100 / 4.5mi)",51.96,-0.78,51.9412896173682,-0.881643656715208
"WINSTON -> WINSTON, DURHAM (100 / 14mi)",54.56,-1.43,54.5469241236944,-1.77970356122329
"WINTERINGHAM -> WINTERINGHAM, LINCOLNSHIRE (100 / 9.5mi)",53.76,-0.4,53.6904267604337,-0.600941975975451
"WINTERTON -> WINTERTON, NORFOLK (100 / 10.1mi)",52.86,1.66,52.7154501401499,1.68707362564758
"WINWICK -> WINWICK, LANCASHIRE (100 / 9.5mi)",53.51,-2.41,53.4308007303719,-2.59785239460582
"WIRKSWORTH -> WIRKSWORTH, DERBYSHIRE (100 / 6.9mi)",53.15,-1.45,53.0823870438832,-1.57366170120101
"WISHAW -> WISHAW, WARWICKSHIRE (100 / 3.6mi)",52.6,-1.73,52.5487014776542,-1.74081323803391
"WISTON -> WISTON, PEMBROKESHIRE (100 / 11mi)",51.95,-4.71,51.8257530046095,-4.87067144228335
"WISTOW -> WISTOW, HUNTINGDONSHIRE (100 / 2.3mi)",52.38,-0.11,52.4118657789543,-0.121466051028986
"WITHAM -> WITHAM, ESSEX (100 / 3.5mi)",51.85,0.63,51.799747159017,0.640170898300141
"WITHERSFIELD -> WITHERSFIELD, SUFFOLK (100 / 3.8mi)",52.15,0.36,52.1035765353449,0.409569220752748
"WITLEY -> WITLEY, SURREY (100 / 3.7mi)",51.18,-0.58,51.1487172184199,-0.647920828774609
"WITTON -> WITTON, NORFOLK (100 / 10mi)",52.78,1.4,52.6358078993914,1.41870745519348
"WOKING -> WOKING, SURREY (100 / 5.1mi)",51.35,-0.45,51.3022588549168,-0.539343626873836
"WOLSINGHAM -> WOLSINGHAM, DURHAM (100 / 15.4mi)",54.76,-1.5,54.7301143044712,-1.88357901939311
"WOLVERHAMPTON -> WOLVERHAMPTON, STAFFORDSHIRE (100 / 3.3mi)",52.61,-2.06,52.5867066713251,-2.12902527954618
"WOLVERTON -> WOLVERTON, BUCKINGHAMSHIRE (100 / 3.3mi)",52.1,-0.76,52.0620614693021,-0.807781076982353
"WOLVEY -> WOLVEY, WARWICKSHIRE (100 / 7.3mi)",52.58,-1.28,52.4880878511239,-1.36711766611465
"WOMBWELL -> WOMBWELL, YORKSHIRE WEST RIDING (100 / 8.2mi)",53.56,-1.21,53.5220115731094,-1.39834700704956
"WOMERSLEY -> WOMERSLEY, YORKSHIRE WEST RIDING (100 / 11.2mi)",53.73,-0.95,53.667457595819,-1.20208116401035
"WOODCHURCH -> WOODCHURCH, KENT (100 / 2.8mi)",51.05,0.73,51.080691536065,0.771092763696062
"WOODFORD -> WOODFORD, CHESHIRE (100 / 8.7mi)",53.41,-2,53.3377200178006,-2.17332611950131
"WOODFORD -> WOODFORD, ESSEX (100 / 3.4mi)",51.63,0.08,51.597919770761,0.020195766728293
"WOODFORD -> WOODFORD, NORTHAMPTONSHIRE (100 / 2.4mi)",52.4,-0.53,52.3800705885268,-0.577271552863964
"WOODHAM -> WOODHAM, DURHAM (100 / 13.9mi)",54.7,-1.23,54.6355833099972,-1.55843540546572
"WOODHAM MORTIMER -> WOODHAM MORTIMER, ESSEX (100 / 3.2mi)",51.76,0.66,51.7161627237756,0.637311814146905
"WOODHATCH -> WOODHATCH, SURREY (100 / 1.7mi)",51.23,-0.16,51.224338879294,-0.199186346018514
"WOODSTOCK -> WOODSTOCK, OXFORDSHIRE (100 / 4.1mi)",51.85,-1.26,51.8475083263322,-1.35595640848572
"WORKINGTON -> WORKINGTON, CUMBERLAND (100 / 16.6mi)",54.78,-3.2,54.6425350988526,-3.5421062543038
"WORKSOP -> WORKSOP, NOTTINGHAMSHIRE (100 / 7.6mi)",53.35,-0.96,53.3014330818829,-1.12397583605875
"WORLINGWORTH -> WORLINGWORTH, SUFFOLK (100 / 9.7mi)",52.41,1.25,52.2705126702065,1.2722455685326
"WORMLEY -> WORMLEY, HERTFORDSHIRE (100 / 3.1mi)",51.75,0.03,51.7351191933543,-0.038855737175724
"WORSBOROUGH -> WORSBOROUGH, YORKSHIRE WEST RIDING (100 / 9.2mi)",53.56,-1.26,53.5191232946876,-1.47409942724608
"WORTING -> WORTING, HAMPSHIRE (100 / 3.1mi)",51.3,-1.1,51.2621517844429,-1.14048248660316
"WRAGBY -> WRAGBY, LINCOLNSHIRE (100 / 4.5mi)",53.31,-0.2,53.2869810183206,-0.303071131066629
"WRAGBY -> WRAGBY, YORKSHIRE WEST RIDING (100 / 10.4mi)",53.71,-1.15,53.650654491663,-1.38464280652002
"WRANGLE -> WRANGLE, LINCOLNSHIRE (100 / 7.9mi)",53.13,0.23,53.0360073013484,0.123495780710976
"WRENTHAM -> WRENTHAM, SUFFOLK (100 / 11.9mi)",52.56,1.68,52.3885563784102,1.65658561753809
"WREXHAM -> WREXHAM, DENBIGHSHIRE (100 / 8.1mi)",53.15,-2.9,53.0462027792104,-2.99260878156296
"WROTHAM -> WROTHAM, KENT (100 / 2mi)",51.33,0.28,51.3085246660517,0.310836620702901
"WYMONDHAM -> WYMONDHAM, LEICESTERSHIRE (100 / 6.5mi)",52.81,-0.61,52.7588029237766,-0.739552652947817
"YALDING -> YALDING, KENT (100 / 1mi)",51.23,0.41,51.224539457747,0.431004346890415
"YARLINGTON -> YARLINGTON, SOMERSET (100 / 3.3mi)",51.11,-2.5,51.0620657693499,-2.49414498876039
"YARMOUTH -> YARMOUTH, HAMPSHIRE (100 / 3.5mi)",50.75,-1.46,50.7055194503373,-1.49912253222673
"YATELEY -> YATELEY, HAMPSHIRE (100 / 5.1mi)",51.35,-0.71,51.3414170003562,-0.827650859908145
"YAXLEY -> YAXLEY, HUNTINGDONSHIRE (100 / 3.6mi)",52.48,-0.2,52.5117875235907,-0.267067831080478
"YAXLEY -> YAXLEY, SUFFOLK (100 / 6.7mi)",52.41,1.18,52.3221863330543,1.11080552776105
"YEADON -> YEADON, YORKSHIRE WEST RIDING (100 / 7.8mi)",53.96,-1.58,53.8660208286842,-1.6846931309201
"YELLING -> YELLING, HUNTINGDONSHIRE (100 / 2mi)",52.26,-0.11,52.2459409950674,-0.152621881968004
"YEOVIL -> YEOVIL, SOMERSET (100 / 2.8mi)",50.98,-2.65,50.9415053157512,-2.63226913035891
"YORK -> YORK, YORKSHIRE EAST RIDING (100 / 10mi)",54.01,-0.85,53.9590180704504,-1.08129285457608
"YOXFORD -> YOXFORD, SUFFOLK (100 / 9.9mi)",52.41,1.51,52.2668518191159,1.50767691150698
"NEWTON IN MACKERFIELD -> NEWTON IN MAKERFIELD, LANCASHIRE (98 / 9.4mi)",53.55,-2.45,53.4562134622734,-2.61505816590376
"BARFORD ST. MICHAEL -> BARFORD ST MICHAEL, OXFORDSHIRE (97 / 3.3mi)",52.01,-1.3,51.9902777815239,-1.37126243356149
"BARNARDS CASTLE -> BARNARD CASTLE, DURHAM (97 / 14.3mi)",54.6,-1.58,54.5432128415757,-1.92380325848588
"BISHOPS CASTLE -> BISHOP'S CASTLE, SHROPSHIRE (97 / 0.8mi)",52.5,-2.98,52.4945509439562,-2.99766677460677
"BURTON ON THE HILL -> BOURTON ON THE HILL, GLOUCESTERSHIRE (97 / 6.3mi)",51.98,-1.6,51.9908559171538,-1.7461070667756
"BURTON ON THE WATER -> BOURTON ON THE WATER, GLOUCESTERSHIRE (97 / 3.4mi)",51.88,-1.68,51.8860869989523,-1.7588297587622
"CLEBURY MORTIMER -> CLEOBURY MORTIMER, SHROPSHIRE (97 / 3.7mi)",52.41,-2.41,52.3791195963449,-2.48033452910717
"HAMSTED MARSHALL -> HAMSTEAD MARSHALL, BERKSHIRE (97 / 3.9mi)",51.43,-1.35,51.3862099841279,-1.4060895449219
"KINGSTON RUSSEL -> KINGSTON RUSSELL, DORSET (97 / 4mi)",50.76,-2.66,50.7206912795466,-2.59395327962395
"KIRK-WHELPINGTON -> KIRKWHELPINGTON, NORTHUMBERLAND (97 / 21.1mi)",55.21,-1.48,55.1541187759706,-2.00699415910325
"LOSTOCK GRALAM -> LOWSTOCK GRALAM, CHESHIRE (97 / 10.5mi)",53.36,-2.26,53.2693027128245,-2.46373468475174
"MIDLETON CHENEY -> MIDDLETON CHENEY, NORTHAMPTONSHIRE (97 / 4.7mi)",52.11,-1.18,52.0744271075362,-1.27405167303563
"PRINCE RISBOROUGH -> PRINCES RISBOROUGH, BUCKINGHAMSHIRE (97 / 4.4mi)",51.73,-0.73,51.7243809644991,-0.832394981559009
"ST. MICHAELS MOUNT -> ST MICHAELS MOUNT, CORNWALL (97 / 23.2mi)",50.4,-5.76,50.1164881476304,-5.47821001286155
"STEPLE CLAYDON -> STEEPLE CLAYDON, BUCKINGHAMSHIRE (97 / 3.7mi)",51.96,-0.9,51.9347365451354,-0.975621161982827
"WESTON COLVILL -> WESTON COLVILLE, CAMBRIDGESHIRE (97 / 3.2mi)",52.18,0.3,52.1530775330613,0.360855232398756
"WIMBORN MINSTER -> WIMBORNE MINSTER, DORSET (97 / 3.5mi)",50.85,-1.98,50.8001173443,-1.98796492360288
"WOODFORD BRIDG -> WOODFORD BRIDGE, ESSEX (97 / 2.4mi)",51.63,0.1,51.6070555345662,0.05803552390873
"ALDERMARSTON -> ALDERMASTON, BERKSHIRE (96 / 5.1mi)",51.43,-1.06,51.3839518255332,-1.15377999382743
"ASTON ABBOTS -> ASTON ABBOTTS, BUCKINGHAMSHIRE (96 / 3.1mi)",51.9,-0.71,51.8742584421581,-0.770620582378514
"BASSINGBORN -> BASSINGBOURN, CAMBRIDGESHIRE (96 / 0.9mi)",52.08,-0.08,52.0790434671436,-0.059620896538005
"BERKHAMSTED -> BERKHAMSTEAD, HERTFORDSHIRE (96 / 2.7mi)",51.78,-0.51,51.7605624278677,-0.565098777058802
"BILLINGHURST -> BILLINGSHURST, SUSSEX (96 / 2.9mi)",51.05,-0.4,51.0223630102742,-0.450676335954731
"BLECHINGLEY -> BLETCHINGLEY, SURREY (96 / 1.3mi)",51.26,-0.1,51.2406474804145,-0.101574790214725
"BLENERHASSET -> BLENNERHASSET, CUMBERLAND (96 / 16.1mi)",54.88,-2.93,54.7618095038321,-3.2785216696603
"BRANDSBURTON -> BRANDESBURTON, YORKSHIRE EAST RIDING (96 / 31.2mi)",53.48,-0.08,53.9122736386242,-0.299436646666773
"BURTON LATMER -> BURTON LATIMER, NORTHAMPTONSHIRE (96 / 3.6mi)",52.4,-0.61,52.3657868204545,-0.675018560947372
"CASTLE CAREY -> CASTLE CARY, SOMERSET (96 / 2.8mi)",51.13,-2.51,51.0897402169103,-2.5137157918479
"CASTLERISING -> CASTLE RISING, NORFOLK (96 / 8mi)",52.88,0.6,52.7944921861977,0.469366560514684
"CHIDDINGSTON -> CHIDDINGSTONE, KENT (96 / 1.8mi)",51.21,0.13,51.1862846135375,0.146215822107173
"CHRIST CHURCH -> CHRISTCHURCH, HAMPSHIRE (96 / 3.3mi)",50.78,-1.8,50.7348889752907,-1.77763942962414
"CHRIST CHURCH -> CHRISTCHURCH, MONMOUTHSHIRE (96 / 4.2mi)",51.66,-2.96,51.5992525732718,-2.94448558392778
"CLEBURY NORTH -> CLEOBURY NORTH, SHROPSHIRE (96 / 1.9mi)",52.5,-2.53,52.4783731738749,-2.55639369109287
"DUNTON BASSET -> DUNTON BASSETT, LEICESTERSHIRE (96 / 7.5mi)",52.58,-1.06,52.5091022113777,-1.19464801845971
"FORDINGBRIDG -> FORDINGBRIDGE, HAMPSHIRE (96 / 2.2mi)",50.95,-1.76,50.9265313021074,-1.79249295129393
"GILDEN MORDEN -> GUILDEN MORDEN, CAMBRIDGESHIRE (96 / 1.5mi)",52.1,-0.15,52.0808165855738,-0.133772614703675
"HARINGWORTH -> HARRINGWORTH, NORTHAMPTONSHIRE (96 / 3.1mi)",52.6,-0.6,52.5659858630457,-0.648163983113863
"HAVERFORD WEST -> HAVERFORDWEST, PEMBROKESHIRE (96 / 10.8mi)",51.93,-4.83,51.8003844547082,-4.97098217978896
"HOLLINWORTH -> HOLLINGWORTH, CHESHIRE (96 / 8mi)",53.53,-1.83,53.4635029213287,-1.99011275776876
"HOOTON ROBERT -> HOOTON ROBERTS, YORKSHIRE WEST RIDING (96 / 8.8mi)",53.48,-1.06,53.4681351628515,-1.27232897782331
"KINGS LANGLEY -> KING'S LANGLEY, HERTFORDSHIRE (96 / 3.2mi)",51.73,-0.38,51.7109186989259,-0.447869001161228
"KNIGHTSBRIDG -> KNIGHTSBRIDGE, MIDDLESEX (96 / 3.9mi)",51.53,-0.08,51.502274151461,-0.158412855951268
"LEEK WOTTON -> LEEK WOOTTON, WARWICKSHIRE (96 / 9.1mi)",52.4,-1.41,52.3162522278784,-1.5779249568003
"LITTLETHORP -> LITTLETHORPE, LEICESTERSHIRE (96 / 7.3mi)",52.63,-1.06,52.567785685062,-1.20199889001222
"MILBORN PORT -> MILBORNE PORT, SOMERSET (96 / 4.9mi)",51.03,-2.41,50.9662462323014,-2.46032111409402
"POTTERS PURY -> POTTERSPURY, NORTHAMPTONSHIRE (96 / 2.5mi)",52.11,-0.85,52.0825631625595,-0.889381716955467
"ST. NICHOLAS -> ST NICHOLAS, GLAMORGANSHIRE (96 / 28.4mi)",51.05,-3.35,51.460921975396,-3.31093613410825
"STEPLE ASTON -> STEEPLE ASTON, OXFORDSHIRE (96 / 2.8mi)",51.95,-1.25,51.9311236755551,-1.3091023215712
"STEPLE MORDEN -> STEEPLE MORDEN, CAMBRIDGESHIRE (96 / 1mi)",52.08,-0.13,52.0656727341915,-0.125752079336097
